Temperature,Humidity,Moisture,Soil Type,Crop Type,Nitrogen,Potassium,Phosphorous,Fertilizer Name
27,32,80,Loamy,Maize,78,45,21,DAP
28,38,42,Black,Rice,73,47,39,DAP
39,59,22,Sandy,Maize,70,82,8,DAP
28,59,57,Sandy,Wheat,8,85,62,Urea
25,38,56,Black,Rice,65,14,44,MOP
38,34,59,Loamy,Sugarcane,71,0,93,MOP
38,30,29,Red,Cotton,36,99,61,Urea
21,61,64,Sandy,Maize,74,31,44,MOP
21,73,56,Sandy,Rice,92,88,26,DAP
40,39,44,Sandy,Rice,12,79,9,NPK
27,46,76,Red,Maize,61,8,87,MOP
31,36,44,Clayey,Sugarcane,27,84,63,Urea
29,59,21,Loamy,Wheat,16,89,43,Urea
39,35,45,Clayey,Rice,83,24,9,NPK
24,55,21,Loamy,Sugarcane,31,14,20,NPK
32,70,45,Red,Wheat,95,61,42,Compost
33,62,52,Loamy,Sugarcane,85,94,43,Compost
39,32,74,Loamy,Maize,4,25,86,NPK
31,37,51,Red,Maize,77,59,84,Compost
39,45,24,Black,Maize,68,44,92,Compost
38,75,61,Red,Maize,78,90,7,DAP
29,85,69,Red,Maize,75,19,67,MOP
40,37,22,Black,Maize,93,17,71,MOP
40,51,35,Red,Cotton,3,41,85,Urea
22,62,38,Loamy,Maize,39,30,16,NPK
34,41,31,Black,Sugarcane,38,82,100,Urea
25,37,57,Black,Wheat,71,96,89,Compost
27,44,40,Black,Cotton,90,43,97,Compost
25,44,37,Sandy,Rice,76,45,64,Compost
34,37,70,Black,Sugarcane,35,62,9,NPK
38,42,21,Red,Wheat,97,31,75,MOP
33,82,45,Clayey,Wheat,9,5,33,NPK
23,64,41,Red,Maize,87,28,56,MOP
24,64,29,Black,Wheat,96,28,33,NPK
20,54,69,Sandy,Rice,16,48,36,NPK
21,77,21,Loamy,Rice,27,79,59,Urea
24,90,78,Loamy,Rice,84,42,56,Compost
26,76,77,Loamy,Wheat,21,61,25,NPK
20,48,35,Loamy,Sugarcane,76,9,0,NPK
35,90,80,Sandy,Maize,4,51,78,Urea
25,87,51,Sandy,Sugarcane,88,80,18,DAP
22,59,34,Sandy,Sugarcane,8,100,51,Urea
29,60,25,Loamy,Wheat,58,2,25,NPK
20,60,34,Red,Sugarcane,25,94,82,Urea
37,73,73,Sandy,Sugarcane,67,17,61,MOP
36,68,30,Loamy,Sugarcane,20,86,74,Urea
40,90,26,Loamy,Wheat,87,73,13,DAP
27,88,69,Black,Maize,17,40,89,Urea
33,90,33,Black,Rice,26,4,31,NPK
25,43,23,Sandy,Cotton,5,52,14,NPK
26,34,53,Sandy,Maize,40,56,76,Compost
30,54,36,Clayey,Sugarcane,79,99,87,Compost
34,67,58,Red,Sugarcane,89,77,52,Compost
22,65,51,Sandy,Wheat,13,4,85,NPK
32,84,70,Red,Sugarcane,37,71,93,Urea
39,59,56,Clayey,Maize,41,93,85,Compost
28,53,23,Clayey,Wheat,56,95,15,DAP
27,52,23,Loamy,Rice,15,9,96,NPK
20,46,30,Clayey,Cotton,58,46,17,DAP
34,80,68,Black,Wheat,25,36,83,NPK
33,61,77,Clayey,Cotton,87,28,70,MOP
23,86,66,Sandy,Wheat,54,48,65,Compost
32,45,33,Clayey,Sugarcane,62,0,25,NPK
28,42,62,Black,Maize,90,68,23,DAP
24,78,24,Sandy,Maize,7,82,79,Urea
38,83,33,Red,Rice,5,47,70,Urea
26,84,59,Red,Sugarcane,92,70,16,DAP
31,76,35,Loamy,Cotton,30,39,8,NPK
30,82,41,Sandy,Sugarcane,67,80,53,Compost
23,73,47,Sandy,Rice,20,87,6,NPK
34,41,45,Sandy,Wheat,21,77,26,NPK
26,45,64,Clayey,Rice,92,63,84,Compost
26,74,51,Clayey,Cotton,61,65,55,Compost
34,59,79,Black,Cotton,2,41,0,NPK
36,77,44,Sandy,Cotton,12,52,100,Urea
31,52,77,Black,Cotton,4,33,95,NPK
20,43,27,Black,Cotton,74,95,55,Compost
23,80,68,Clayey,Sugarcane,80,86,51,Compost
30,68,23,Clayey,Sugarcane,75,42,98,Compost
25,53,53,Loamy,Wheat,86,65,41,Compost
39,79,58,Clayey,Maize,13,53,14,NPK
40,49,29,Clayey,Maize,89,34,55,MOP
27,84,64,Loamy,Sugarcane,73,21,70,MOP
25,79,47,Loamy,Cotton,41,72,10,DAP
37,70,71,Black,Maize,85,97,33,DAP
21,83,20,Red,Rice,29,76,68,Urea
24,42,58,Sandy,Sugarcane,96,67,87,Compost
31,83,64,Red,Cotton,40,24,66,MOP
21,44,63,Loamy,Wheat,56,10,37,NPK
35,52,26,Clayey,Wheat,15,37,59,NPK
34,36,39,Loamy,Cotton,82,4,53,MOP
39,44,28,Clayey,Maize,91,97,22,DAP
36,86,58,Clayey,Wheat,5,61,63,Urea
36,72,69,Loamy,Rice,57,42,26,DAP
31,42,31,Clayey,Sugarcane,97,29,67,MOP
20,40,56,Red,Wheat,34,28,26,NPK
22,35,57,Black,Cotton,62,37,10,NPK
33,32,63,Clayey,Rice,35,11,90,NPK
38,86,75,Red,Cotton,71,82,25,DAP
37,42,44,Loamy,Cotton,72,34,22,NPK
20,34,73,Sandy,Sugarcane,61,69,6,DAP
33,64,47,Black,Cotton,3,50,11,NPK
23,89,72,Loamy,Wheat,2,13,58,NPK
37,48,60,Loamy,Sugarcane,88,57,26,DAP
29,89,42,Sandy,Sugarcane,89,15,20,NPK
36,63,50,Red,Rice,77,60,53,Compost
28,39,56,Clayey,Rice,18,54,99,Urea
27,43,63,Red,Rice,34,88,57,Urea
39,66,45,Clayey,Cotton,74,73,38,DAP
26,50,25,Red,Sugarcane,27,19,44,NPK
34,48,71,Red,Cotton,80,34,82,MOP
33,59,51,Red,Cotton,36,39,32,NPK
37,33,31,Clayey,Wheat,34,8,89,NPK
36,50,22,Black,Cotton,16,90,12,NPK
29,86,68,Black,Sugarcane,76,43,33,DAP
27,79,42,Loamy,Maize,18,40,81,Urea
39,35,32,Red,Wheat,31,96,31,NPK
32,89,24,Sandy,Cotton,35,39,17,NPK
38,82,27,Loamy,Rice,97,15,45,MOP
24,51,54,Sandy,Maize,82,12,63,MOP
26,42,32,Sandy,Maize,28,90,7,NPK
38,70,74,Clayey,Maize,5,25,52,NPK
23,36,54,Black,Wheat,42,41,76,Compost
29,52,53,Red,Wheat,41,100,10,DAP
21,86,67,Black,Rice,67,73,70,Compost
30,77,41,Red,Maize,48,97,45,Compost
28,64,39,Loamy,Maize,47,49,26,DAP
22,89,62,Black,Rice,95,3,12,NPK
36,38,49,Clayey,Cotton,11,8,77,NPK
29,35,46,Black,Rice,18,23,94,NPK
29,69,65,Clayey,Maize,44,70,20,DAP
31,48,40,Red,Maize,48,84,4,DAP
30,62,25,Loamy,Maize,100,20,52,MOP
36,77,48,Black,Maize,48,92,67,Compost
39,51,32,Loamy,Rice,18,84,35,NPK
31,70,69,Loamy,Rice,24,35,18,NPK
37,75,32,Black,Cotton,80,0,95,MOP
32,64,64,Black,Maize,96,62,50,Compost
33,51,51,Black,Maize,56,3,80,MOP
35,80,24,Sandy,Cotton,1,91,24,NPK
21,30,54,Sandy,Cotton,23,22,84,NPK
33,90,55,Clayey,Rice,45,4,79,MOP
34,48,56,Black,Maize,87,26,69,MOP
33,60,48,Loamy,Cotton,84,84,95,Compost
21,34,45,Loamy,Wheat,90,84,97,Compost
35,72,55,Black,Rice,27,54,68,Urea
39,45,37,Loamy,Rice,68,69,56,Compost
30,80,39,Black,Sugarcane,73,8,31,NPK
33,67,73,Black,Maize,8,89,81,Urea
20,53,74,Black,Wheat,12,100,37,NPK
27,32,63,Red,Maize,81,46,89,Compost
24,32,58,Red,Maize,63,76,32,DAP
32,39,80,Black,Cotton,46,48,31,DAP
35,90,51,Sandy,Cotton,53,100,35,DAP
27,59,45,Red,Maize,32,25,100,NPK
22,35,53,Sandy,Rice,88,23,66,MOP
25,30,66,Red,Wheat,61,81,29,DAP
31,80,44,Clayey,Sugarcane,5,40,12,NPK
34,71,47,Sandy,Sugarcane,23,49,51,Urea
37,82,52,Loamy,Sugarcane,12,17,93,NPK
39,60,76,Red,Rice,89,77,44,Compost
38,65,71,Black,Maize,30,93,17,NPK
30,74,42,Black,Cotton,67,83,99,Compost
26,88,56,Sandy,Maize,4,54,3,NPK
25,55,32,Clayey,Maize,23,31,10,NPK
33,64,26,Red,Rice,41,37,49,MOP
29,79,28,Red,Cotton,80,74,35,DAP
27,88,44,Red,Wheat,9,78,62,Urea
25,76,65,Black,Maize,97,63,68,Compost
24,68,78,Loamy,Rice,11,43,51,Urea
29,90,70,Black,Cotton,47,28,68,MOP
34,30,22,Loamy,Cotton,93,72,77,Compost
21,85,60,Red,Cotton,60,76,56,Compost
22,68,29,Clayey,Maize,60,92,92,Compost
20,78,46,Red,Cotton,35,50,18,NPK
28,44,42,Clayey,Maize,41,42,35,DAP
33,83,57,Black,Rice,81,54,39,DAP
34,42,63,Red,Maize,71,33,97,MOP
20,51,33,Red,Rice,56,99,33,DAP
39,80,65,Sandy,Sugarcane,6,31,94,NPK
27,87,71,Black,Rice,48,11,71,MOP
34,71,69,Sandy,Maize,69,88,19,DAP
25,36,69,Red,Rice,11,15,14,NPK
21,87,48,Loamy,Cotton,47,27,60,MOP
40,88,23,Loamy,Wheat,44,11,96,MOP
21,49,39,Sandy,Wheat,9,6,68,NPK
21,33,32,Clayey,Maize,99,30,50,MOP
29,36,55,Red,Maize,60,92,44,Compost
30,89,23,Black,Maize,51,94,42,Compost
23,31,35,Sandy,Sugarcane,71,59,48,Compost
31,55,49,Black,Cotton,44,84,29,DAP
22,35,61,Loamy,Maize,64,11,86,MOP
32,35,44,Loamy,Maize,23,70,8,NPK
30,89,59,Loamy,Cotton,92,93,60,Compost
35,75,71,Loamy,Sugarcane,52,2,80,MOP
33,43,29,Clayey,Maize,47,22,68,MOP
20,75,49,Red,Maize,20,27,4,NPK
25,77,55,Sandy,Cotton,44,13,11,NPK
31,45,21,Loamy,Rice,56,36,11,NPK
29,72,21,Red,Maize,96,85,38,DAP
20,55,61,Clayey,Sugarcane,93,50,40,Compost
33,47,34,Clayey,Wheat,17,99,17,NPK
22,57,40,Red,Sugarcane,58,33,21,NPK
29,69,78,Loamy,Rice,24,60,9,NPK
22,59,25,Red,Maize,9,19,58,NPK
27,88,45,Clayey,Cotton,35,49,66,Urea
23,74,74,Clayey,Maize,0,44,69,Urea
39,85,28,Sandy,Sugarcane,12,80,86,Urea
34,64,64,Sandy,Maize,80,98,43,Compost
26,90,61,Black,Maize,19,53,33,NPK
26,40,30,Red,Cotton,16,98,71,Urea
32,83,42,Loamy,Wheat,46,64,28,DAP
28,76,52,Red,Wheat,21,37,87,NPK
38,35,36,Red,Rice,100,93,5,DAP
29,45,32,Clayey,Rice,98,76,24,DAP
32,76,66,Red,Sugarcane,8,49,69,Urea
34,74,36,Sandy,Cotton,65,100,29,DAP
27,31,61,Red,Sugarcane,31,60,70,Urea
24,39,58,Sandy,Sugarcane,1,31,95,NPK
20,87,43,Clayey,Rice,100,23,91,MOP
23,48,36,Black,Cotton,77,59,83,Compost
38,65,45,Red,Cotton,45,88,59,Compost
40,41,20,Sandy,Sugarcane,56,9,9,NPK
27,49,70,Clayey,Cotton,67,31,95,MOP
32,57,48,Red,Cotton,42,83,9,DAP
40,67,52,Black,Sugarcane,42,60,18,DAP
32,39,55,Black,Cotton,1,49,43,Urea
35,46,68,Clayey,Sugarcane,86,3,79,MOP
29,47,62,Red,Rice,33,18,65,NPK
20,70,55,Clayey,Wheat,2,86,62,Urea
21,83,52,Sandy,Cotton,24,76,55,Urea
37,32,61,Loamy,Maize,22,87,97,Urea
25,76,39,Loamy,Wheat,63,68,88,Compost
26,56,68,Sandy,Cotton,71,43,50,Compost
28,80,48,Red,Rice,37,85,45,Urea
26,72,49,Red,Maize,70,3,94,MOP
32,55,30,Sandy,Cotton,78,81,99,Compost
28,84,71,Red,Rice,74,30,90,MOP
21,37,55,Black,Wheat,12,42,58,Urea
22,39,75,Clayey,Sugarcane,75,63,82,Compost
25,88,47,Sandy,Maize,26,38,4,NPK
34,38,66,Loamy,Rice,51,43,76,Compost
32,45,65,Loamy,Maize,60,29,19,NPK
40,64,71,Red,Rice,31,11,32,NPK
37,42,64,Loamy,Sugarcane,69,93,72,Compost
30,85,65,Loamy,Cotton,17,77,61,Urea
20,62,25,Clayey,Rice,72,34,93,MOP
21,63,21,Loamy,Rice,1,20,57,NPK
36,84,80,Clayey,Sugarcane,31,80,95,Urea
39,38,59,Red,Wheat,39,21,90,NPK
39,48,69,Clayey,Sugarcane,43,93,55,Compost
28,86,43,Sandy,Rice,52,77,47,Compost
27,42,46,Clayey,Rice,88,56,26,DAP
20,74,33,Black,Rice,85,11,52,MOP
25,72,76,Sandy,Rice,14,82,73,Urea
37,33,58,Loamy,Maize,46,8,61,MOP
33,65,26,Black,Rice,30,17,25,NPK
34,77,30,Sandy,Cotton,49,22,91,MOP
36,50,31,Sandy,Sugarcane,50,71,3,DAP
37,36,37,Black,Maize,69,71,89,Compost
35,50,36,Red,Cotton,97,83,37,DAP
22,67,80,Loamy,Wheat,78,19,75,MOP
31,78,74,Loamy,Maize,86,18,20,NPK
21,31,28,Clayey,Cotton,15,98,57,Urea
33,70,56,Black,Cotton,59,72,75,Compost
36,69,20,Red,Cotton,14,68,50,Urea
21,82,48,Red,Wheat,29,70,36,NPK
40,61,68,Red,Cotton,4,0,67,NPK
29,35,73,Black,Maize,19,86,39,NPK
24,48,75,Red,Sugarcane,49,23,45,MOP
28,46,53,Red,Cotton,35,90,56,Urea
37,55,58,Red,Sugarcane,50,7,78,MOP
24,48,65,Clayey,Cotton,4,3,8,NPK
39,55,64,Black,Wheat,8,22,38,NPK
37,81,78,Black,Sugarcane,38,48,8,NPK
37,82,45,Black,Cotton,40,11,90,MOP
20,69,29,Black,Maize,90,56,71,Compost
31,75,72,Clayey,Maize,59,75,37,DAP
37,48,64,Sandy,Sugarcane,96,36,32,NPK
20,88,51,Black,Cotton,38,52,39,NPK
35,60,66,Loamy,Maize,50,50,18,DAP
22,79,61,Black,Maize,38,54,96,Urea
32,71,60,Clayey,Maize,52,59,66,Compost
35,68,45,Red,Maize,90,64,39,DAP
39,33,56,Red,Cotton,52,19,66,MOP
31,75,21,Red,Sugarcane,95,27,12,NPK
33,85,29,Sandy,Maize,99,91,65,Compost
21,30,66,Black,Rice,96,48,9,DAP
20,33,46,Black,Rice,28,41,44,Urea
35,61,42,Clayey,Sugarcane,2,27,80,NPK
31,45,46,Black,Cotton,63,53,32,DAP
39,71,20,Clayey,Cotton,12,32,25,NPK
30,69,45,Black,Sugarcane,10,21,28,NPK
24,32,36,Sandy,Rice,99,25,37,NPK
36,56,24,Red,Sugarcane,94,13,47,MOP
29,73,79,Black,Sugarcane,100,97,64,Compost
22,63,48,Clayey,Cotton,87,74,72,Compost
38,33,69,Loamy,Maize,84,51,94,Compost
22,73,80,Clayey,Rice,9,19,58,NPK
38,42,26,Red,Wheat,45,7,32,NPK
33,58,79,Sandy,Rice,84,31,27,NPK
37,70,39,Black,Sugarcane,36,92,54,Urea
21,43,39,Red,Wheat,38,32,33,NPK
27,61,70,Black,Rice,63,7,92,MOP
30,30,62,Sandy,Sugarcane,31,24,37,NPK
34,54,23,Black,Maize,46,27,6,NPK
28,53,29,Red,Sugarcane,60,26,97,MOP
23,71,24,Loamy,Rice,74,88,0,DAP
27,76,32,Sandy,Maize,53,51,14,DAP
21,50,76,Black,Maize,95,11,0,NPK
27,86,30,Red,Cotton,48,1,22,NPK
30,77,73,Loamy,Maize,98,55,5,DAP
28,64,59,Loamy,Maize,82,80,30,DAP
30,46,74,Clayey,Cotton,80,7,10,NPK
37,85,77,Sandy,Wheat,48,3,39,NPK
22,68,39,Loamy,Sugarcane,92,25,41,MOP
28,81,20,Clayey,Cotton,8,30,51,NPK
27,38,43,Black,Sugarcane,4,72,55,Urea
25,48,53,Black,Maize,61,48,100,Compost
23,56,36,Clayey,Sugarcane,62,38,73,MOP
39,82,41,Clayey,Maize,93,51,25,DAP
25,80,52,Sandy,Wheat,71,43,8,DAP
34,32,50,Red,Sugarcane,20,19,45,NPK
27,82,68,Clayey,Rice,49,36,59,MOP
31,54,31,Red,Sugarcane,92,12,56,MOP
35,35,74,Black,Sugarcane,69,58,38,DAP
20,66,66,Red,Sugarcane,43,44,63,Compost
20,56,66,Sandy,Maize,79,96,57,Compost
21,59,26,Red,Sugarcane,50,87,58,Compost
35,84,78,Loamy,Sugarcane,36,41,99,Urea
28,53,66,Loamy,Rice,47,26,81,MOP
22,55,32,Sandy,Sugarcane,44,53,37,DAP
40,37,34,Sandy,Sugarcane,69,16,80,MOP
24,90,21,Clayey,Wheat,29,93,7,NPK
25,80,37,Black,Sugarcane,46,57,49,Compost
20,55,38,Sandy,Rice,98,28,57,MOP
27,63,56,Black,Cotton,89,48,33,DAP
32,64,63,Sandy,Maize,91,53,28,DAP
26,61,38,Loamy,Maize,66,98,38,DAP
26,43,78,Loamy,Maize,51,67,38,DAP
40,38,67,Sandy,Rice,64,79,63,Compost
34,65,66,Black,Rice,81,43,43,Compost
38,58,75,Sandy,Sugarcane,46,99,65,Compost
37,90,61,Black,Sugarcane,53,38,48,MOP
26,76,61,Clayey,Wheat,60,2,20,NPK
40,78,43,Black,Wheat,90,91,95,Compost
40,70,23,Black,Cotton,8,84,27,NPK
30,38,24,Red,Rice,40,43,48,Compost
20,90,54,Clayey,Maize,65,42,47,Compost
29,89,21,Clayey,Sugarcane,40,43,11,DAP
28,52,54,Black,Sugarcane,60,43,32,DAP
32,74,66,Black,Cotton,53,61,31,DAP
25,62,47,Loamy,Maize,94,3,99,MOP
29,37,43,Red,Sugarcane,70,20,2,NPK
21,47,45,Sandy,Maize,92,71,13,DAP
38,45,28,Loamy,Wheat,11,67,81,Urea
40,60,36,Clayey,Sugarcane,36,85,86,Urea
27,35,57,Red,Maize,5,32,52,NPK
27,34,77,Red,Wheat,56,13,7,NPK
27,86,24,Loamy,Wheat,16,92,71,Urea
34,62,21,Black,Wheat,16,90,40,Urea
21,73,41,Clayey,Maize,100,30,61,MOP
37,63,48,Red,Rice,55,96,80,Compost
25,34,80,Red,Maize,78,62,99,Compost
38,47,52,Clayey,Sugarcane,81,99,88,Compost
40,52,57,Clayey,Wheat,71,80,14,DAP
21,47,68,Clayey,Cotton,94,46,27,DAP
36,85,42,Black,Rice,23,19,22,NPK
22,45,41,Clayey,Maize,42,74,39,DAP
40,48,38,Black,Maize,72,32,45,MOP
29,77,39,Red,Cotton,5,69,33,NPK
28,90,77,Red,Sugarcane,63,34,37,NPK
27,53,71,Sandy,Maize,92,55,33,DAP
22,77,30,Loamy,Rice,88,38,22,NPK
30,66,50,Red,Maize,33,83,85,Urea
39,37,33,Loamy,Cotton,31,29,60,NPK
28,52,71,Loamy,Rice,47,24,21,NPK
31,85,76,Sandy,Maize,95,30,2,NPK
22,52,75,Loamy,Sugarcane,23,35,28,NPK
37,90,78,Sandy,Sugarcane,75,61,29,DAP
26,58,68,Clayey,Cotton,75,66,46,Compost
35,51,44,Clayey,Maize,14,18,22,NPK
21,47,58,Loamy,Maize,87,25,18,NPK
35,86,59,Clayey,Sugarcane,44,36,97,MOP
27,60,28,Loamy,Cotton,77,25,30,NPK
36,87,64,Black,Maize,76,84,85,Compost
40,60,75,Clayey,Sugarcane,7,80,100,Urea
29,37,79,Clayey,Rice,32,18,89,NPK
22,59,80,Loamy,Wheat,82,27,72,MOP
25,60,72,Black,Rice,70,79,24,DAP
40,63,60,Loamy,Cotton,71,38,90,MOP
35,72,32,Black,Sugarcane,1,98,78,Urea
20,90,53,Black,Wheat,52,94,0,DAP
20,47,50,Black,Cotton,65,91,81,Compost
40,59,65,Black,Maize,66,94,65,Compost
36,84,42,Loamy,Rice,14,98,24,NPK
34,52,53,Red,Wheat,10,65,87,Urea
35,75,47,Clayey,Maize,75,31,1,NPK
20,55,76,Red,Wheat,62,40,2,DAP
40,47,68,Clayey,Maize,99,42,100,Compost
32,87,64,Loamy,Rice,87,97,50,Compost
25,74,54,Black,Maize,14,66,64,Urea
23,81,49,Loamy,Rice,42,65,16,DAP
37,35,30,Sandy,Maize,83,94,60,Compost
36,39,37,Clayey,Maize,96,91,42,Compost
20,79,25,Black,Sugarcane,61,94,81,Compost
36,49,55,Clayey,Wheat,13,92,29,NPK
38,41,41,Clayey,Rice,99,7,9,NPK
29,45,44,Sandy,Wheat,44,59,23,DAP
33,67,61,Black,Sugarcane,83,59,26,DAP
38,42,43,Sandy,Sugarcane,29,14,8,NPK
24,70,30,Clayey,Maize,38,6,49,NPK
34,36,33,Sandy,Cotton,99,15,85,MOP
34,44,38,Clayey,Sugarcane,82,7,29,NPK
29,41,45,Sandy,Rice,11,54,96,Urea
31,31,69,Loamy,Cotton,39,97,4,NPK
38,70,73,Loamy,Cotton,14,55,6,NPK
27,89,49,Loamy,Sugarcane,19,95,63,Urea
32,78,46,Loamy,Cotton,45,11,61,MOP
22,62,36,Loamy,Wheat,18,43,37,NPK
34,33,48,Black,Cotton,66,78,29,DAP
20,58,28,Loamy,Wheat,29,8,3,NPK
31,61,42,Red,Sugarcane,34,27,46,NPK
38,73,62,Sandy,Wheat,23,18,98,NPK
33,85,62,Red,Cotton,17,66,98,Urea
25,74,24,Loamy,Sugarcane,74,29,30,NPK
25,90,61,Red,Rice,9,69,9,NPK
37,68,67,Red,Sugarcane,52,54,5,DAP
26,44,22,Loamy,Wheat,19,78,7,NPK
36,56,46,Sandy,Wheat,30,66,21,NPK
36,62,37,Red,Cotton,17,31,34,NPK
37,58,75,Black,Maize,73,26,48,MOP
22,82,35,Black,Rice,100,48,23,DAP
40,85,41,Sandy,Cotton,55,3,86,MOP
40,63,56,Sandy,Sugarcane,94,21,95,MOP
35,47,46,Clayey,Wheat,86,84,39,DAP
24,51,67,Loamy,Sugarcane,92,68,95,Compost
20,77,30,Red,Wheat,25,95,87,Urea
40,65,29,Loamy,Cotton,17,81,8,NPK
39,64,56,Black,Cotton,22,71,31,NPK
40,53,41,Black,Cotton,62,72,26,DAP
34,64,58,Red,Sugarcane,38,42,53,Urea
37,58,55,Red,Sugarcane,78,0,86,MOP
39,35,76,Sandy,Cotton,97,58,98,Compost
23,47,23,Loamy,Rice,16,82,47,Urea
22,38,51,Loamy,Maize,11,33,76,NPK
34,71,70,Sandy,Rice,64,57,95,Compost
39,49,76,Red,Cotton,46,8,19,NPK
31,41,68,Clayey,Maize,90,41,85,Compost
25,66,64,Clayey,Sugarcane,52,66,59,Compost
22,40,34,Black,Sugarcane,42,4,26,NPK
36,51,40,Clayey,Rice,49,12,52,MOP
35,60,52,Red,Maize,8,60,20,NPK
26,40,70,Black,Rice,8,91,91,Urea
24,70,72,Sandy,Maize,91,3,80,MOP
39,51,56,Red,Maize,25,41,15,NPK
35,79,53,Red,Rice,41,41,74,Compost
22,32,42,Clayey,Wheat,13,32,49,NPK
22,40,56,Sandy,Cotton,14,91,7,NPK
32,47,73,Loamy,Rice,81,4,44,MOP
36,45,30,Loamy,Rice,37,84,37,NPK
32,43,62,Sandy,Cotton,83,82,66,Compost
31,83,31,Red,Maize,68,64,70,Compost
34,81,70,Loamy,Wheat,95,77,24,DAP
28,30,70,Clayey,Wheat,73,60,68,Compost
23,44,51,Red,Cotton,31,3,89,NPK
38,42,73,Sandy,Wheat,39,12,94,NPK
34,52,32,Red,Maize,57,5,37,NPK
31,34,27,Black,Wheat,45,85,96,Compost
21,33,34,Loamy,Wheat,83,75,79,Compost
28,69,75,Sandy,Sugarcane,97,40,40,Compost
22,65,35,Black,Maize,12,91,85,Urea
27,49,34,Loamy,Sugarcane,51,70,72,Compost
26,47,47,Loamy,Wheat,29,18,35,NPK
24,79,34,Red,Maize,15,71,99,Urea
36,46,27,Sandy,Sugarcane,28,91,19,NPK
22,47,48,Red,Wheat,52,72,49,Compost
24,45,58,Loamy,Wheat,69,69,85,Compost
22,34,61,Sandy,Sugarcane,35,100,35,NPK
23,59,72,Black,Rice,57,77,18,DAP
37,86,47,Black,Rice,28,56,41,Urea
30,87,21,Loamy,Cotton,52,55,96,Compost
34,56,34,Sandy,Maize,50,16,95,MOP
33,46,40,Clayey,Wheat,45,19,67,MOP
22,56,47,Black,Wheat,91,17,77,MOP
29,82,66,Red,Wheat,1,41,3,NPK
36,42,21,Clayey,Cotton,69,97,90,Compost
34,69,68,Sandy,Maize,10,56,63,Urea
23,74,75,Loamy,Cotton,73,42,70,Compost
37,51,65,Sandy,Sugarcane,56,22,33,NPK
29,65,34,Red,Cotton,16,72,46,Urea
34,81,78,Black,Maize,38,37,3,NPK
35,79,39,Clayey,Rice,12,27,67,NPK
36,69,74,Red,Maize,5,72,39,NPK
25,59,74,Red,Rice,59,18,17,NPK
25,56,65,Black,Sugarcane,32,37,75,NPK
22,78,61,Loamy,Rice,63,9,61,MOP
40,30,58,Black,Cotton,29,64,50,Urea
25,84,54,Loamy,Sugarcane,46,76,96,Compost
20,87,80,Red,Maize,42,100,23,DAP
30,66,70,Clayey,Sugarcane,28,45,84,Urea
39,81,23,Red,Wheat,74,22,30,NPK
36,51,50,Sandy,Wheat,25,68,90,Urea
39,87,50,Red,Sugarcane,14,75,82,Urea
30,74,69,Sandy,Cotton,23,64,41,Urea
39,82,39,Sandy,Maize,77,61,69,Compost
31,79,23,Red,Maize,29,78,90,Urea
26,58,60,Red,Sugarcane,81,29,55,MOP
27,80,25,Clayey,Sugarcane,74,86,49,Compost
40,62,30,Black,Rice,15,20,1,NPK
30,72,54,Loamy,Cotton,33,97,56,Urea
27,37,47,Black,Maize,64,5,12,NPK
24,78,36,Clayey,Cotton,5,46,21,NPK
35,35,61,Red,Cotton,81,93,74,Compost
40,65,24,Sandy,Maize,88,36,23,NPK
26,30,32,Black,Maize,57,21,61,MOP
20,39,55,Loamy,Rice,51,17,58,MOP
31,45,74,Red,Maize,58,75,26,DAP
27,70,48,Loamy,Rice,72,15,40,MOP
20,88,70,Loamy,Sugarcane,44,10,3,NPK
33,67,56,Red,Rice,44,63,51,Compost
23,84,30,Clayey,Rice,29,45,44,Urea
27,81,36,Loamy,Wheat,17,70,29,NPK
27,64,45,Clayey,Wheat,33,31,94,NPK
39,86,72,Sandy,Rice,91,28,11,NPK
25,52,77,Black,Rice,47,8,15,NPK
39,57,46,Sandy,Rice,5,41,49,Urea
35,56,24,Loamy,Sugarcane,71,0,54,MOP
24,65,44,Black,Cotton,49,46,62,Compost
22,41,38,Sandy,Maize,58,16,2,NPK
22,44,72,Clayey,Sugarcane,47,63,45,Compost
39,72,24,Loamy,Rice,96,57,58,Compost
21,74,42,Red,Rice,21,55,59,Urea
37,85,46,Clayey,Sugarcane,26,85,29,NPK
40,32,59,Clayey,Wheat,38,80,47,Urea
23,90,57,Loamy,Maize,61,98,21,DAP
31,77,59,Black,Cotton,47,17,76,MOP
22,75,58,Black,Sugarcane,15,52,9,NPK
23,39,59,Clayey,Sugarcane,37,16,60,NPK
37,78,69,Red,Wheat,60,60,16,DAP
23,84,27,Clayey,Maize,44,14,36,NPK
39,52,52,Loamy,Wheat,37,42,3,NPK
33,63,33,Clayey,Rice,69,66,57,Compost
28,77,66,Sandy,Wheat,14,29,15,NPK
36,71,40,Red,Maize,28,99,25,NPK
28,63,52,Sandy,Cotton,65,24,56,MOP
22,43,20,Red,Cotton,65,20,4,NPK
25,37,48,Loamy,Rice,19,7,15,NPK
33,90,63,Clayey,Cotton,43,78,88,Compost
23,62,57,Clayey,Maize,80,56,39,DAP
28,51,75,Loamy,Sugarcane,8,33,20,NPK
21,70,75,Clayey,Maize,79,66,17,DAP
38,52,59,Red,Cotton,11,21,31,NPK
35,77,47,Red,Sugarcane,70,44,51,Compost
